Timestamp,Temperature,Humidity,Pressure,PM1,PM2.5,PM10,CO,VOC,CO2,aqi_dust,aqi_co,aqi_voc,aqi_co2,aqi_dust_predicted,aqi_co_predicted,dust_status,co_status
2024-11-27 13:18:34,20.299999,54.200001,2525.0,4,143,84,97,6,76,3,1,1,2,2,3,0,0
2024-11-27 13:18:39,17.299999,41.5,1628.0,59,82,162,3,39,56,2,4,5,4,1,2,0,0
2024-11-27 13:18:44,17.299999,41.5,1628.0,59,82,162,3,39,56,2,4,5,4,1,2,0,0
2024-11-27 13:18:49,22.700001,43.200001,1891.0,17,59,123,42,32,19,0,3,4,1,4,3,0,0
2024-11-27 13:18:54,22.700001,43.200001,1891.0,17,59,123,42,32,19,0,3,4,1,4,3,0,0
2024-11-27 13:18:59,10.1,69.900002,1088.0,63,86,101,9,28,78,5,0,3,4,0,0,0,1
2024-11-27 13:19:04,10.1,69.900002,1088.0,63,86,101,9,28,78,5,0,3,4,0,0,0,1
2024-11-27 13:19:09,19.5,31.1,1224.0,50,12,185,8,45,11,0,4,0,4,3,4,0,1
2024-11-27 13:19:14,19.5,31.1,1224.0,50,12,185,8,45,11,0,4,0,4,3,4,0,1
2024-11-27 13:19:19,13.5,60.599998,1223.0,83,70,68,61,43,59,0,0,1,2,0,1,0,0
2024-11-27 13:19:24,13.5,60.599998,1223.0,83,70,68,61,43,59,0,0,1,2,0,1,0,0
2024-11-27 13:19:29,20.4,37.5,2769.0,49,13,153,78,49,75,3,1,4,1,0,3,0,0
2024-11-27 13:19:34,20.4,37.5,2769.0,49,13,153,78,49,75,3,1,4,1,0,3,0,0
2024-11-27 13:19:39,25.0,43.0,1306.0,46,93,78,43,6,36,1,2,1,3,3,0,1,0
2024-11-27 13:19:44,25.0,43.0,1306.0,46,93,78,43,6,36,1,2,1,3,3,0,1,0
2024-11-27 13:19:49,16.200001,27.299999,1387.0,13,8,173,66,23,48,4,1,2,2,4,0,1,1
2024-11-27 13:19:54,16.200001,27.299999,1387.0,13,8,173,66,23,48,4,1,2,2,4,0,1,1
2024-11-27 13:19:59,18.4,72.300003,2553.0,80,136,114,34,42,14,0,4,5,4,0,2,1,1
2024-11-27 13:20:04,18.4,72.300003,2553.0,80,136,114,34,42,14,0,4,5,4,0,2,1,1
2024-11-27 13:20:09,11.3,26.0,1711.0,28,101,27,2,29,36,3,2,2,3,1,3,0,0
2024-11-27 13:20:14,11.3,26.0,1711.0,28,101,27,2,29,36,3,2,2,3,1,3,0,0
2024-11-27 13:20:19,21.9,38.599998,1417.0,89,62,85,23,43,46,4,4,2,2,1,1,0,1
2024-11-27 13:20:24,21.9,38.599998,1417.0,89,62,85,23,43,46,4,4,2,2,1,1,0,1
2024-11-27 13:20:29,24.0,64.5,1329.0,17,119,18,15,29,66,5,0,5,3,1,0,1,0
2024-11-27 13:20:34,24.0,64.5,1329.0,17,119,18,15,29,66,5,0,5,3,1,0,1,0
2024-11-27 13:20:39,14.4,40.5,1047.0,90,108,127,73,20,90,4,0,5,3,2,3,0,1
2024-11-27 13:20:44,14.4,40.5,1047.0,90,108,127,73,20,90,4,0,5,3,2,3,0,1
2024-11-27 13:20:49,18.6,51.900002,2865.0,52,15,121,69,7,36,1,5,4,1,2,1,1,0
2024-11-27 13:20:54,18.6,51.900002,2865.0,52,15,121,69,7,36,1,5,4,1,2,1,1,0
2024-11-27 13:20:59,14.8,35.5,1532.0,98,146,36,17,25,62,5,2,1,1,3,4,1,1
2024-11-27 13:21:04,14.8,35.5,1532.0,98,146,36,17,25,62,5,2,1,1,3,4,1,1
2024-11-27 13:21:09,19.200001,23.5,2475.0,72,63,7,77,48,71,2,0,0,1,0,2,0,0
2024-11-27 13:21:14,19.200001,23.5,2475.0,72,63,7,77,48,71,2,0,0,1,0,2,0,0
2024-11-27 13:21:19,22.299999,20.799999,2095.0,67,126,65,89,14,52,2,5,2,0,3,2,1,0
2024-11-27 13:21:24,22.299999,20.799999,2095.0,67,126,65,89,14,52,2,5,2,0,3,2,1,0
2024-11-27 13:21:29,17.200001,79.099998,1802.0,67,148,118,74,1,84,3,1,3,0,2,2,1,1
2024-11-27 13:21:34,17.200001,79.099998,1802.0,67,148,118,74,1,84,3,1,3,0,2,2,1,1
2024-11-27 13:21:39,20.5,48.799999,1902.0,21,25,113,93,19,14,0,3,2,4,4,3,0,1
2024-11-27 13:21:44,20.5,48.799999,1902.0,21,25,113,93,19,14,0,3,2,4,4,3,0,1
2024-11-27 13:21:49,13.2,61.299999,2130.0,36,75,42,6,7,20,4,3,0,5,5,2,1,1
2024-11-27 13:21:54,13.2,61.299999,2130.0,36,75,42,6,7,20,4,3,0,5,5,2,1,1
2024-11-27 13:21:59,13.4,20.299999,1140.0,61,90,79,3,38,44,3,1,1,4,0,5,0,1
2024-11-27 13:22:04,13.4,20.299999,1140.0,61,90,79,3,38,44,3,1,1,4,0,5,0,1
2024-11-27 13:22:09,13.8,53.0,2233.0,45,131,36,15,20,19,3,1,4,3,4,0,1,1
2024-11-27 13:22:14,13.8,53.0,2233.0,45,131,36,15,20,19,3,1,4,3,4,0,1,1
2024-11-27 13:22:19,19.5,20.700001,1047.0,22,146,126,78,42,61,3,5,0,5,4,4,1,1
2024-11-27 13:22:24,19.5,20.700001,1047.0,22,146,126,78,42,61,3,5,0,5,4,4,1,1
2024-11-27 13:22:29,15.1,64.699997,1991.0,34,31,38,39,43,97,4,4,2,5,4,5,1,1
2024-11-27 13:22:34,15.1,64.699997,1991.0,34,31,38,39,43,97,4,4,2,5,4,5,1,1
2024-11-27 13:22:39,20.4,53.099998,2969.0,98,135,165,44,19,51,3,1,5,2,3,3,0,1
2024-11-27 13:22:44,20.4,53.099998,2969.0,98,135,165,44,19,51,3,1,5,2,3,3,0,1
2024-11-27 13:22:49,19.9,50.0,2583.0,81,20,182,48,22,64,0,2,4,0,3,2,0,0
2024-11-27 13:22:54,19.9,50.0,2583.0,81,20,182,48,22,64,0,2,4,0,3,2,0,0
2024-11-27 13:22:59,24.200001,55.900002,1280.0,56,102,125,41,22,68,1,1,5,0,5,0,0,0
2024-11-27 13:23:04,24.200001,55.900002,1280.0,56,102,125,41,22,68,1,1,5,0,5,0,0,0
2024-11-27 13:23:09,18.0,74.5,2545.0,3,12,50,14,46,6,1,2,4,5,0,1,0,0
2024-11-27 13:23:14,18.0,74.5,2545.0,3,12,50,14,46,6,1,2,4,5,0,1,0,0
2024-11-27 13:23:19,11.0,34.099998,1049.0,80,15,186,69,2,19,0,4,4,2,0,0,0,1
2024-11-27 13:23:24,11.0,34.099998,1049.0,80,15,186,69,2,19,0,4,4,2,0,0,0,1
2024-11-27 13:23:29,12.8,21.9,2846.0,57,24,36,63,25,60,0,2,0,2,0,5,1,0
2024-11-27 13:23:34,12.8,21.9,2846.0,57,24,36,63,25,60,0,2,0,2,0,5,1,0
2024-11-27 13:23:39,18.299999,66.599998,2977.0,97,68,14,78,35,10,1,2,3,1,1,3,0,1
2024-11-27 13:23:44,18.299999,66.599998,2977.0,97,68,14,78,35,10,1,2,3,1,1,3,0,1
2024-11-27 13:23:49,12.7,31.200001,1435.0,79,112,158,32,49,99,0,4,4,5,1,2,1,1
2024-11-27 13:23:54,12.7,31.200001,1435.0,79,112,158,32,49,99,0,4,4,5,1,2,1,1
2024-11-27 13:23:59,13.3,60.099998,1641.0,31,70,123,84,23,47,5,5,3,1,3,1,0,1
2024-11-27 13:24:04,13.3,60.099998,1641.0,31,70,123,84,23,47,5,5,3,1,3,1,0,1
2024-11-27 13:24:09,11.5,56.200001,1809.0,7,89,191,25,21,78,2,1,1,3,1,1,0,1
2024-11-27 13:24:14,11.5,56.200001,1809.0,7,89,191,25,21,78,2,1,1,3,1,1,0,1
2024-11-27 13:24:19,16.700001,63.299999,1629.0,12,116,48,93,6,5,3,4,4,1,1,1,1,1
2024-11-27 13:24:24,16.700001,63.299999,1629.0,12,116,48,93,6,5,3,4,4,1,1,1,1,1
2024-11-27 13:24:29,10.1,30.6,2527.0,86,124,14,27,35,87,0,0,2,3,2,4,0,1
2024-11-27 13:24:34,10.1,30.6,2527.0,86,124,14,27,35,87,0,0,2,3,2,4,0,1
2024-11-27 13:24:39,23.0,43.299999,1843.0,24,3,182,53,6,1,3,4,1,2,5,2,1,0
2024-11-27 13:24:44,23.0,43.299999,1843.0,24,3,182,53,6,1,3,4,1,2,5,2,1,0
2024-11-27 13:24:49,11.0,30.5,1424.0,67,83,59,51,47,18,4,4,3,0,0,1,1,0
2024-11-27 13:24:54,11.0,30.5,1424.0,67,83,59,51,47,18,4,4,3,0,0,1,1,0
2024-11-27 13:24:59,18.5,55.900002,2766.0,96,103,121,52,25,45,0,2,1,3,3,5,1,1
2024-11-27 13:25:04,18.5,55.900002,2766.0,96,103,121,52,25,45,0,2,1,3,3,5,1,1
2024-11-27 13:25:09,24.200001,29.299999,1479.0,71,85,150,14,36,12,5,4,4,3,4,5,1,1
2024-11-27 13:25:14,24.200001,29.299999,1479.0,71,85,150,14,36,12,5,4,4,3,4,5,1,1
2024-11-27 13:25:19,12.2,37.5,2254.0,94,96,158,58,9,84,5,4,0,3,5,2,1,0
2024-11-27 13:25:24,12.2,37.5,2254.0,94,96,158,58,9,84,5,4,0,3,5,2,1,0
2024-11-27 13:25:29,19.200001,25.4,1003.0,31,28,55,98,19,30,5,1,5,2,0,3,1,0
2024-11-27 13:25:34,19.200001,25.4,1003.0,31,28,55,98,19,30,5,1,5,2,0,3,1,0
2024-11-27 13:25:39,23.6,76.800003,2634.0,9,97,4,89,40,51,3,4,3,5,2,1,0,0
2024-11-27 13:25:44,23.6,76.800003,2634.0,9,97,4,89,40,51,3,4,3,5,2,1,0,0
2024-11-27 13:25:49,24.200001,57.599998,1897.0,31,51,46,60,35,43,4,2,2,3,4,3,1,1
2024-11-27 13:25:54,24.200001,57.599998,1897.0,31,51,46,60,35,43,4,2,2,3,4,3,1,1
2024-11-27 13:25:59,13.0,53.700001,1285.0,33,79,138,47,48,94,3,4,3,4,1,5,0,1
2024-11-27 13:26:04,13.0,53.700001,1285.0,33,79,138,47,48,94,3,4,3,4,1,5,0,1
2024-11-27 13:26:09,14.6,64.900002,1030.0,85,142,24,25,21,42,5,5,1,2,5,2,1,0
2024-11-27 13:26:14,14.6,64.900002,1030.0,85,142,24,25,21,42,5,5,1,2,5,2,1,0
2024-11-27 13:26:19,19.6,48.299999,2096.0,1,103,171,55,26,26,4,2,3,2,5,0,0,1
2024-11-27 13:26:24,19.6,48.299999,2096.0,1,103,171,55,26,26,4,2,3,2,5,0,0,1
2024-11-27 13:26:29,19.5,35.400002,2468.0,10,148,62,14,4,69,5,5,4,3,3,0,0,1
2024-11-27 13:26:34,19.5,35.400002,2468.0,10,148,62,14,4,69,5,5,4,3,3,0,0,1
2024-11-27 13:26:39,19.799999,76.900002,1834.0,78,68,178,15,25,35,1,1,4,2,4,4,1,1
2024-11-27 13:26:44,19.799999,76.900002,1834.0,78,68,178,15,25,35,1,1,4,2,4,4,1,1
2024-11-27 13:26:49,24.299999,37.099998,1215.0,87,99,66,71,41,11,5,2,2,2,2,4,0,0
2024-11-27 13:26:54,24.299999,37.099998,1215.0,87,99,66,71,41,11,5,2,2,2,2,4,0,0
2024-11-27 13:26:59,20.4,37.0,2707.0,20,105,63,15,39,64,5,1,3,0,2,4,0,0
2024-11-27 13:27:04,20.4,37.0,2707.0,20,105,63,15,39,64,5,1,3,0,2,4,0,0
2024-11-27 13:27:09,24.4,72.400002,1756.0,97,108,185,66,18,44,0,0,4,4,5,4,0,1
2024-11-27 13:27:14,24.4,72.400002,1756.0,97,108,185,66,18,44,0,0,4,4,5,4,0,1
2024-11-27 13:27:19,16.4,75.099998,1096.0,52,66,191,78,24,14,1,3,0,4,1,1,0,1
2024-11-27 13:27:24,16.4,75.099998,1096.0,52,66,191,78,24,14,1,3,0,4,1,1,0,1
2024-11-27 13:27:29,11.5,48.700001,1949.0,43,67,40,7,35,98,0,0,5,3,1,0,1,1
2024-11-27 13:27:34,11.5,48.700001,1949.0,43,67,40,7,35,98,0,0,5,3,1,0,1,1
2024-11-27 13:27:39,12.6,22.1,1866.0,7,105,180,97,31,43,0,3,0,5,3,0,0,0
2024-11-27 13:27:44,12.6,22.1,1866.0,7,105,180,97,31,43,0,3,0,5,3,0,0,0
2024-11-27 13:27:49,24.9,68.099998,2244.0,65,141,13,1,2,28,5,0,2,3,3,2,1,0
2024-11-27 13:27:54,24.9,68.099998,2244.0,65,141,13,1,2,28,5,0,2,3,3,2,1,0
2024-11-27 13:27:59,16.9,75.800003,2593.0,55,123,189,54,27,57,3,5,4,4,0,3,0,1
2024-11-27 13:28:04,16.9,75.800003,2593.0,55,123,189,54,27,57,3,5,4,4,0,3,0,1
2024-11-27 13:28:09,14.8,25.0,2995.0,62,126,133,90,39,84,1,2,4,2,0,3,1,0
2024-11-27 13:28:14,14.8,25.0,2995.0,62,126,133,90,39,84,1,2,4,2,0,3,1,0
2024-11-27 13:28:19,21.4,20.799999,2541.0,57,99,145,63,49,97,4,0,1,3,1,0,1,1
2024-11-27 13:28:24,21.4,20.799999,2541.0,57,99,145,63,49,97,4,0,1,3,1,0,1,1
2024-11-27 13:28:29,21.799999,28.299999,2066.0,45,0,122,34,6,78,0,2,5,5,2,1,0,0
2024-11-27 13:28:34,21.799999,28.299999,2066.0,45,0,122,34,6,78,0,2,5,5,2,1,0,0
2024-11-27 13:28:39,15.8,35.099998,2273.0,22,98,26,53,43,75,0,5,2,1,3,4,1,1
2024-11-27 13:28:44,15.8,35.099998,2273.0,22,98,26,53,43,75,0,5,2,1,3,4,1,1
2024-11-27 13:28:49,20.299999,54.700001,1159.0,79,36,133,36,25,68,2,1,5,1,2,3,1,0
2024-11-27 13:28:54,20.299999,54.700001,1159.0,79,36,133,36,25,68,2,1,5,1,2,3,1,0
2024-11-27 13:28:59,17.9,32.700001,1980.0,98,127,89,33,23,52,4,4,0,2,0,1,1,0
2024-11-27 13:29:04,17.9,32.700001,1980.0,98,127,89,33,23,52,4,4,0,2,0,1,1,0
2024-11-27 13:29:09,12.9,47.900002,1004.0,73,14,47,3,17,57,5,0,0,1,5,2,0,0
2024-11-27 13:29:14,12.9,47.900002,1004.0,73,14,47,3,17,57,5,0,0,1,5,2,0,0
2024-11-27 13:29:19,18.299999,30.5,2380.0,15,41,184,57,40,53,5,1,3,4,1,2,0,1
2024-11-27 13:29:24,18.299999,30.5,2380.0,15,41,184,57,40,53,5,1,3,4,1,2,0,1
2024-11-27 13:29:29,22.5,42.599998,2709.0,2,10,63,58,2,21,1,5,4,2,1,1,0,0
2024-11-27 13:29:34,22.5,42.599998,2709.0,2,10,63,58,2,21,1,5,4,2,1,1,0,0
2024-11-27 13:29:39,18.299999,27.700001,1975.0,27,70,180,65,22,84,2,3,0,1,4,3,1,1
2024-11-27 13:29:44,18.299999,27.700001,1975.0,27,70,180,65,22,84,2,3,0,1,4,3,1,1
2024-11-27 13:29:49,13.8,54.5,1779.0,49,145,103,83,35,57,1,5,4,1,2,1,1,1
2024-11-27 13:29:54,13.8,54.5,1779.0,49,145,103,83,35,57,1,5,4,1,2,1,1,1
2024-11-27 13:29:59,17.6,71.099998,1570.0,26,96,134,86,4,11,4,1,3,4,4,1,0,1
2024-11-27 13:30:05,17.6,71.099998,1570.0,26,96,134,86,4,11,4,1,3,4,4,1,0,1
2024-11-27 13:30:09,16.9,38.400002,1693.0,59,102,186,67,7,53,0,2,2,1,4,0,0,0
2024-11-27 13:30:14,16.9,38.400002,1693.0,59,102,186,67,7,53,0,2,2,1,4,0,0,0
2024-11-27 13:30:19,13.4,37.799999,1795.0,18,5,187,73,40,68,2,5,5,5,0,5,1,0
2024-11-27 13:30:25,13.4,37.799999,1795.0,18,5,187,73,40,68,2,5,5,5,0,5,1,0
2024-11-27 13:30:29,23.0,59.400002,1380.0,18,142,20,23,35,70,5,5,3,2,5,2,1,1
2024-11-27 13:30:35,23.0,59.400002,1380.0,18,142,20,23,35,70,5,5,3,2,5,2,1,1
2024-11-27 13:30:40,24.0,61.0,1706.0,25,122,6,46,21,76,3,5,1,2,2,4,0,0
2024-11-27 13:30:45,24.0,61.0,1706.0,25,122,6,46,21,76,3,5,1,2,2,4,0,0
2024-11-27 13:30:50,12.0,26.5,1295.0,69,38,142,42,32,94,5,3,3,5,0,5,1,1
2024-11-27 13:30:55,12.0,26.5,1295.0,69,38,142,42,32,94,5,3,3,5,0,5,1,1
2024-11-27 13:31:00,21.0,68.199997,1027.0,68,141,99,78,48,39,0,0,3,0,4,3,1,0
2024-11-27 13:31:05,21.0,68.199997,1027.0,68,141,99,78,48,39,0,0,3,0,4,3,1,0
2024-11-27 13:31:10,24.6,30.799999,1916.0,87,87,131,79,45,64,0,3,0,5,0,3,0,0
2024-11-27 13:31:15,24.6,30.799999,1916.0,87,87,131,79,45,64,0,3,0,5,0,3,0,0
2024-11-27 13:31:20,15.0,41.400002,2258.0,68,144,145,38,45,33,2,5,1,3,4,0,0,0
2024-11-27 13:31:25,15.0,41.400002,2258.0,68,144,145,38,45,33,2,5,1,3,4,0,0,0
2024-11-27 13:31:30,15.2,29.5,2909.0,74,66,116,80,3,14,2,5,4,0,2,1,1,1
2024-11-27 13:31:35,15.2,29.5,2909.0,74,66,116,80,3,14,2,5,4,0,2,1,1,1
2024-11-27 13:31:40,23.4,61.799999,2527.0,76,110,7,38,41,93,5,2,0,2,2,3,0,0
2024-11-27 13:31:45,23.4,61.799999,2527.0,76,110,7,38,41,93,5,2,0,2,2,3,0,0
2024-11-27 13:31:50,14.3,65.300003,1623.0,9,139,42,97,31,94,2,5,4,3,2,3,1,0
2024-11-27 13:31:55,14.3,65.300003,1623.0,9,139,42,97,31,94,2,5,4,3,2,3,1,0
2024-11-27 13:32:00,12.7,28.5,1139.0,44,132,145,78,49,48,4,4,4,0,3,0,1,0
2024-11-27 13:32:05,12.7,28.5,1139.0,44,132,145,78,49,48,4,4,4,0,3,0,1,0
2024-11-27 13:32:10,16.1,58.200001,1631.0,10,91,111,19,34,37,0,1,1,1,2,2,1,0
2024-11-27 13:32:15,16.1,58.200001,1631.0,10,91,111,19,34,37,0,1,1,1,2,2,1,0
2024-11-27 13:32:20,17.799999,38.900002,1708.0,17,74,1,94,20,67,4,1,3,0,3,3,1,0
2024-11-27 13:32:25,17.799999,38.900002,1708.0,17,74,1,94,20,67,4,1,3,0,3,3,1,0
2024-11-27 13:32:30,12.9,33.299999,2667.0,90,81,69,33,41,7,1,3,3,0,5,0,0,1
2024-11-27 13:32:35,12.9,33.299999,2667.0,90,81,69,33,41,7,1,3,3,0,5,0,0,1
2024-11-27 13:32:40,10.6,77.0,2781.0,0,56,121,9,34,30,1,0,5,1,2,2,0,0
2024-11-27 13:32:45,10.6,77.0,2781.0,0,56,121,9,34,30,1,0,5,1,2,2,0,0
2024-11-27 13:32:50,10.3,40.5,2636.0,5,20,152,32,10,59,0,1,4,2,2,5,1,0
2024-11-27 13:32:55,10.3,40.5,2636.0,5,20,152,32,10,59,0,1,4,2,2,5,1,0
2024-11-27 13:33:00,18.6,42.099998,1428.0,56,132,159,72,43,37,4,1,3,0,4,1,0,1
2024-11-27 13:33:05,18.6,42.099998,1428.0,56,132,159,72,43,37,4,1,3,0,4,1,0,1
2024-11-27 13:33:10,24.200001,32.5,1365.0,42,42,45,46,8,40,3,2,5,3,3,3,0,1
2024-11-27 13:33:21,15.6,20.4,1206.0,34,145,167,21,38,15,3,2,3,3,4,5,0,1
2024-11-27 13:33:26,15.6,20.4,1206.0,34,145,167,21,38,15,3,2,3,3,4,5,0,1
2024-11-27 13:33:31,15.3,52.099998,2922.0,27,1,129,70,49,71,4,5,1,2,4,5,1,1
2024-11-27 13:33:35,15.3,52.099998,2922.0,27,1,129,70,49,71,4,5,1,2,4,5,1,1
2024-11-27 13:33:41,12.6,60.599998,1648.0,37,105,111,45,38,21,0,5,2,1,5,2,0,1
2024-11-27 13:33:51,15.5,46.700001,1361.0,73,118,63,95,39,82,5,2,2,2,5,3,0,0
2024-11-27 13:34:01,21.5,37.5,1320.0,79,115,193,41,24,95,2,1,5,0,1,3,0,1
2024-11-27 13:34:11,14.5,42.700001,2964.0,92,20,26,85,46,33,5,2,0,4,5,1,1,1
2024-11-27 13:34:21,15.2,20.0,1758.0,74,147,52,51,11,39,3,5,5,4,0,1,1,0
2024-11-27 13:34:26,15.2,20.0,1758.0,74,147,52,51,11,39,3,5,5,4,0,1,1,0
2024-11-27 13:34:31,22.799999,64.5,2398.0,22,16,168,42,29,66,2,1,5,1,3,1,1,0
2024-11-27 13:34:36,22.799999,64.5,2398.0,22,16,168,42,29,66,2,1,5,1,0,3,0,1
2024-11-27 13:34:41,23.799999,29.9,1930.0,41,54,168,62,42,29,5,2,3,4,0,3,0,1
2024-11-27 13:34:51,16.200001,61.200001,2456.0,7,62,139,15,48,2,1,5,4,1,5,5,1,0
2024-11-27 13:35:01,17.1,72.5,1830.0,91,55,99,93,28,78,1,5,3,4,4,4,1,1
2024-11-27 13:35:11,18.700001,33.400002,2449.0,96,26,13,21,6,26,2,3,5,4,4,1,1,0
2024-11-27 13:35:21,22.0,73.599998,1420.0,90,0,197,76,21,71,0,4,4,2,2,4,1,0
2024-11-27 13:35:26,22.0,73.599998,1420.0,90,0,197,76,21,71,0,4,4,5,0,1,1,0
2024-11-27 13:35:31,23.5,59.599998,1996.0,70,49,21,54,13,80,2,5,4,5,0,1,1,0
2024-11-27 13:35:41,21.5,47.200001,2487.0,9,28,111,0,10,23,5,5,0,4,4,4,0,0
2024-11-27 13:35:51,21.200001,48.5,2249.0,46,107,161,98,19,6,4,5,4,0,5,0,1,0
2024-11-27 13:35:56,21.200001,48.5,2249.0,46,107,161,98,19,6,4,5,4,0,4,1,0,1
2024-11-27 13:36:01,13.8,33.5,1130.0,95,18,153,28,31,58,2,4,3,2,4,1,0,1
2024-11-27 13:36:11,17.200001,31.5,2457.0,13,48,133,51,23,3,1,5,4,0,0,4,0,0
2024-11-27 13:36:21,21.200001,68.099998,1571.0,69,32,148,97,14,59,0,3,4,4,5,3,0,0
2024-11-27 13:36:31,12.7,52.599998,2254.0,74,43,28,10,47,40,5,5,5,2,3,1,1,0
2024-11-27 13:36:36,12.7,52.599998,2254.0,74,43,28,10,47,40,5,5,5,2,5,0,1,1
2024-11-27 13:36:41,10.1,59.0,1370.0,92,84,65,56,26,95,1,1,0,5,5,0,1,1
2024-11-27 13:36:51,11.6,63.200001,1894.0,40,140,71,23,21,89,5,2,4,3,2,5,0,0
2024-11-27 13:36:56,11.6,63.200001,1894.0,40,140,71,23,21,89,5,2,3,4,4,2,1,0
2024-11-27 13:37:01,24.9,79.400002,1288.0,56,123,140,41,23,6,1,2,3,4,4,2,1,0
2024-11-27 13:37:11,21.1,21.799999,2924.0,53,13,64,3,17,4,3,5,4,2,5,5,1,1
2024-11-27 13:37:21,17.299999,33.200001,1788.0,70,67,48,33,37,44,5,0,1,3,1,4,1,1
2024-11-27 13:37:31,16.299999,77.5,1810.0,4,23,75,91,34,53,5,3,3,5,2,3,1,1
2024-11-27 13:37:41,24.200001,64.300003,1957.0,25,148,84,96,36,65,4,0,2,5,4,2,1,1
2024-11-27 13:37:46,24.200001,64.300003,1957.0,25,148,84,96,36,65,1,5,1,1,2,1,0,1
2024-11-27 13:37:51,16.799999,44.200001,2119.0,58,112,113,79,0,94,1,5,1,1,2,1,0,1
2024-11-27 13:37:56,16.799999,44.200001,2119.0,58,112,113,79,0,94,4,0,2,1,5,3,0,1
2024-11-27 13:38:01,23.1,34.799999,2633.0,34,16,112,19,29,22,4,0,2,1,5,3,0,1
2024-11-27 13:38:11,11.8,65.400002,2065.0,84,66,137,26,40,7,4,0,4,4,1,3,1,1
2024-11-27 13:38:21,13.7,31.4,1066.0,42,65,103,10,36,54,5,2,4,2,2,4,0,1
2024-11-27 13:38:26,13.7,31.4,1066.0,42,65,103,1,23,46,4,0,0,5,4,0,1,1
2024-11-27 13:38:31,10.4,22.6,2341.0,28,14,113,1,23,46,4,0,0,5,4,0,1,1
2024-11-27 13:38:36,10.4,22.6,2341.0,28,17,157,90,44,65,2,4,0,5,1,5,1,1
2024-11-27 13:38:41,11.0,45.0,2341.0,61,17,157,90,44,65,2,4,0,5,1,5,1,1
2024-11-27 13:38:46,11.0,45.0,2341.0,61,52,4,64,34,85,0,5,4,5,5,2,0,1
2024-11-27 13:38:51,17.5,63.900002,1785.0,79,52,4,64,34,85,0,5,4,5,5,2,0,1
2024-11-27 13:38:56,17.5,63.900002,1785.0,32,18,192,81,45,83,4,4,2,4,2,0,0,1
2024-11-27 13:39:01,18.0,38.400002,1572.0,32,18,192,81,45,83,4,4,2,4,2,0,0,1
2024-11-27 13:39:06,18.0,38.400002,1572.0,34,102,79,90,11,32,1,2,2,5,2,5,0,0
2024-11-27 13:39:11,20.9,74.0,1741.0,34,102,79,90,11,32,1,2,2,5,2,5,0,0
2024-11-27 13:39:16,20.9,74.0,1741.0,69,63,166,6,23,43,5,2,3,0,3,4,1,0
2024-11-27 13:39:21,12.1,22.9,2776.0,69,63,166,6,23,43,5,2,3,0,3,4,1,0
2024-11-27 13:39:26,12.1,22.900002,1402.0,32,51,96,52,33,31,4,5,2,5,1,3,1,0
2024-11-27 13:39:32,14.8,57.400002,1402.0,32,51,96,52,33,31,4,5,2,5,1,3,1,0
2024-11-27 13:39:36,14.8,57.400001,2675.0,14,5,191,22,27,50,0,2,2,0,0,3,1,1
2024-11-27 13:39:41,16.200001,25.200001,2675.0,14,5,191,22,27,50,0,2,2,0,0,3,1,1
2024-11-27 13:39:47,16.200001,25.2,1561.0,7,149,76,85,38,39,2,5,5,1,0,5,0,0
2024-11-27 13:39:52,18.6,65.5,1561.0,7,149,76,85,38,39,2,5,5,1,0,5,0,0
2024-11-27 13:39:57,18.5,23.700001,1405.0,12,64,121,50,17,72,0,0,3,0,1,4,1,0
2024-11-27 13:40:02,19.5,23.700001,1405.0,12,64,121,50,17,72,0,0,3,0,1,4,1,0
2024-11-27 13:40:07,19.6,29.200001,1546.0,76,61,185,54,12,50,5,5,2,3,0,1,0,1
2024-11-27 13:40:12,17.6,29.200001,1546.0,76,61,185,54,12,50,5,5,2,3,0,1,0,1
2024-11-27 13:40:17,21.799999,38.900002,2561.0,14,63,126,99,16,50,2,4,2,2,1,5,1,1
2024-11-27 13:40:22,21.799999,38.900002,2561.0,14,63,126,99,16,50,2,4,2,2,1,5,1,1
2024-11-27 13:40:27,15.7,68.699997,2468.0,98,117,74,27,17,85,2,3,0,1,0,4,1,0
2024-11-27 13:40:32,15.7,68.699997,2468.0,98,117,74,27,17,85,2,3,0,1,0,4,1,0
2024-11-27 13:40:37,16.9,46.400002,1342.0,13,139,141,84,18,66,2,2,0,0,4,1,1,1
2024-11-27 13:40:42,16.9,46.400002,1342.0,13,139,141,84,18,66,2,2,0,0,4,1,1,1
2024-11-27 13:40:47,20.6,32.799999,2112.0,51,97,82,83,42,65,0,3,2,5,2,4,1,0
2024-11-27 13:40:52,20.6,32.799999,2112.0,51,97,82,83,42,65,0,3,2,5,2,4,1,0
2024-11-27 13:40:57,13.7,49.799999,1876.0,75,20,33,78,0,82,0,1,3,1,2,3,0,0
2024-11-27 13:41:02,13.7,49.799999,1876.0,75,20,33,78,0,82,0,1,3,1,2,3,0,0
2024-11-27 13:41:07,24.299999,75.199997,2933.0,47,43,178,27,14,23,1,1,1,5,2,4,1,1
2024-11-27 13:41:12,24.299999,75.199997,2933.0,47,43,178,27,14,23,1,1,1,5,2,4,1,1
2024-11-27 13:41:17,12.2,72.0,1959.0,31,21,155,2,30,14,4,1,0,3,4,1,1,1
2024-11-27 13:41:22,12.2,72.0,1959.0,31,21,155,2,30,14,4,1,0,3,4,1,1,1
